2018-11-09 16:54:14,57.996
2018-11-09 16:54:16,56.92
2018-11-09 16:54:17,56.92
2018-11-09 16:54:18,56.92
2018-11-09 16:54:20,56.382
2018-11-09 16:54:21,56.92
2018-11-09 16:54:23,56.382
2018-11-09 16:54:24,56.92
2018-11-09 16:54:26,56.92
2018-11-09 16:54:27,56.382
2018-11-09 16:54:28,56.92
2018-11-09 16:54:30,56.382
2018-11-09 16:54:31,56.92
2018-11-09 16:54:33,56.92
2018-11-09 16:54:34,56.382
2018-11-09 16:54:36,56.92
2018-11-09 16:54:37,56.382
2018-11-09 16:54:38,56.382
2018-11-09 16:54:40,56.92
2018-11-09 16:54:41,56.382
2018-11-09 16:54:43,56.382
2018-11-09 16:54:44,56.92
2018-11-09 16:54:46,56.92
2018-11-09 16:54:47,56.92
2018-11-09 16:54:48,56.92
2018-11-09 16:54:50,56.92
2018-11-09 16:54:51,56.382
2018-11-09 16:54:53,56.382
2018-11-09 16:54:54,56.382
2018-11-09 16:54:55,56.382
2018-11-09 16:54:57,56.382
2018-11-09 16:54:58,56.382
2018-11-09 16:55:00,56.92
2018-11-09 16:55:01,56.382
2018-11-09 16:55:03,56.382
2018-11-09 16:55:04,56.92
2018-11-09 16:55:05,56.382
2018-11-09 16:55:07,56.382
2018-11-09 16:55:08,56.92
2018-11-09 16:55:10,56.382
2018-11-09 16:55:11,56.382
2018-11-09 16:55:13,56.92
2018-11-09 16:55:14,56.92
2018-11-09 16:55:15,56.382
2018-11-09 16:55:17,56.382
2018-11-09 16:55:18,56.382
2018-11-09 16:55:20,56.382
2018-11-09 16:55:21,56.382
2018-11-09 16:55:23,55.843
2018-11-09 16:55:24,55.843
2018-11-09 16:55:25,56.382
2018-11-09 16:55:27,56.382
2018-11-09 16:55:28,56.382
2018-11-09 16:55:30,56.92
2018-11-09 16:55:31,56.382
2018-11-09 16:55:33,56.92
2018-11-09 16:55:34,56.382
2018-11-09 16:55:35,56.92
2018-11-09 16:55:37,55.843
2018-11-09 16:55:38,56.92
2018-11-09 16:55:40,56.382
2018-11-09 16:55:41,56.382
2018-11-09 16:55:43,56.382
2018-11-09 16:55:44,56.382
2018-11-09 16:55:45,56.92
2018-11-09 16:55:47,55.843
2018-11-09 16:55:48,56.92
2018-11-09 16:55:50,56.382
2018-11-09 16:55:51,56.382
2018-11-09 16:55:53,56.92
2018-11-09 16:55:54,56.92
2018-11-09 16:55:55,57.996
2018-11-09 16:55:57,56.92
2018-11-09 16:55:58,56.92
2018-11-09 16:56:00,56.382
2018-11-09 16:56:01,56.382
2018-11-09 16:56:03,56.382
2018-11-09 16:56:04,56.92
2018-11-09 16:56:05,56.92
2018-11-09 16:56:07,56.92
2018-11-09 16:56:08,56.382
2018-11-09 16:56:10,56.382
2018-11-09 16:56:11,56.382
2018-11-09 16:56:13,56.382
2018-11-09 16:56:14,56.382
2018-11-09 16:56:15,56.92
2018-11-09 16:56:17,56.92
2018-11-09 16:56:18,56.92
2018-11-09 16:56:20,56.382
2018-11-09 16:56:21,56.92
2018-11-09 16:56:23,56.92
2018-11-09 16:56:24,56.382
2018-11-09 16:56:25,56.92
2018-11-09 16:56:27,56.382
2018-11-09 16:56:28,56.382
2018-11-09 16:56:30,56.92
2018-11-09 16:56:31,56.382
2018-11-09 16:56:33,56.382
2018-11-09 16:56:34,56.92
2018-11-09 16:56:35,56.382
2018-11-09 16:56:37,56.92
2018-11-09 16:56:38,56.382
2018-11-09 16:56:40,56.382
2018-11-09 16:56:41,56.92
2018-11-09 16:56:43,56.92
2018-11-09 16:56:44,56.92
2018-11-09 16:56:46,56.382
2018-11-09 16:56:47,56.382
2018-11-09 16:56:48,56.382
2018-11-09 16:56:50,55.843
2018-11-09 16:56:51,56.92
2018-11-09 16:56:53,56.92
2018-11-09 16:56:54,56.92
2018-11-09 16:56:56,56.382
2018-11-09 16:56:57,56.382
2018-11-09 16:56:58,56.92
2018-11-09 16:57:00,56.382
2018-11-09 16:57:01,56.382
2018-11-09 16:57:03,55.843
2018-11-09 16:57:04,56.92
2018-11-09 16:57:06,56.382
2018-11-09 16:57:07,55.843
2018-11-09 16:57:08,56.92
2018-11-09 16:57:10,55.843
2018-11-09 16:57:11,56.92
2018-11-09 16:57:13,56.382
2018-11-09 16:57:14,55.843
2018-11-09 16:57:16,56.382
2018-11-09 16:57:17,56.92
2018-11-09 16:57:18,56.382
2018-11-09 16:57:20,56.382
2018-11-09 16:57:21,56.382
2018-11-09 16:57:23,56.92
2018-11-09 16:57:24,56.92
2018-11-09 16:57:25,56.382
2018-11-09 16:57:27,56.92
2018-11-09 16:57:28,56.92
2018-11-09 16:57:30,56.382
2018-11-09 16:57:31,56.92
2018-11-09 16:57:33,56.382
2018-11-09 16:57:34,56.382
2018-11-09 16:57:36,56.382
2018-11-09 16:57:37,55.843
2018-11-09 16:57:39,56.92
2018-11-09 16:57:40,56.92
2018-11-09 16:57:41,56.92
